Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
formattedTransDateTime = formattedLocalDate + formattedLocalTime,,,,2023-06-13 17:00:07,2023-06-13 17:00:07,0.001s,PASSED
"println(""Trans Date Time: "" + formattedTransDateTime)",,,,2023-06-13 17:00:07,2023-06-13 17:00:07,0.001s,PASSED
transDateTime = formattedTransDateTime,,,,2023-06-13 17:00:07,2023-06-13 17:00:07,0.002s,PASSED
currentTime2 = ZonedDateTime.now(ZoneOffset.ofHours(7)),,,,2023-06-13 17:00:07,2023-06-13 17:00:07,0.001s,PASSED
"formatter2 = DateTimeFormatter.ofPattern(""MMdd"")",,,,2023-06-13 17:00:07,2023-06-13 17:00:07,0.001s,PASSED
formattedSettlementDate = plusDays(1).format(formatter2),,,,2023-06-13 17:00:07,2023-06-13 17:00:07,0.002s,PASSED
"println(""SettlementDate: "" + formattedSettlementDate)",,,,2023-06-13 17:00:07,2023-06-13 17:00:07,0.002s,PASSED
settlementDate = formattedSettlementDate,,,,2023-06-13 17:00:07,2023-06-13 17:00:07,0.001s,PASSED
currentTime3 = ZonedDateTime.now(ZoneOffset.ofHours(7)),,,,2023-06-13 17:00:07,2023-06-13 17:00:07,0.001s,PASSED
"formatter3 = DateTimeFormatter.ofPattern(""yyMMddHHmmss"")",,,,2023-06-13 17:00:07,2023-06-13 17:00:07,0.001s,PASSED
formattedReferenceNumber = currentTime3.format(formatter3),,,,2023-06-13 17:00:07,2023-06-13 17:00:07,0.001s,PASSED
"println(""Reference Number: "" + formattedReferenceNumber)",,,,2023-06-13 17:00:07,2023-06-13 17:00:07,0.001s,PASSED
referenceNumber = formattedReferenceNumber,,,,2023-06-13 17:00:07,2023-06-13 17:00:07,0.001s,PASSED
"signatureResponse = sendRequest(findTestObject(""Postman/emoney/opendenom Success/Saving/GET SIGNATURE SERVICE -  - emoney dana open denom payment""))",,,,2023-06-13 17:00:07,2023-06-13 17:00:08,1.392s,PASSED
"signature = getElementPropertyValue(signatureResponse, ""signature"")",,,,2023-06-13 17:00:08,2023-06-13 17:00:09,0.168s,PASSED
"println(""signature service is :"" + signature)",,,,2023-06-13 17:00:09,2023-06-13 17:00:09,0.002s,PASSED
SERVICE_SIGNATURE = signature,,,,2023-06-13 17:00:09,2023-06-13 17:00:09,0.001s,PASSED
"danaPaymentResponse = sendRequest(findTestObject(""Postman/emoney/opendenom Success/Saving/dana payment""))",,,,2023-06-13 17:00:09,2023-06-13 17:00:10,1.035s,PASSED
"RC = getElementPropertyValue(danaPaymentResponse, ""responseCode"")",,,,2023-06-13 17:00:10,2023-06-13 17:00:10,0.052s,PASSED
"println(""RC is : "" + RC)",,,,2023-06-13 17:00:10,2023-06-13 17:00:10,0.001s,PASSED
"verifyResponseStatusCode(danaPaymentResponse, 200)",,,,2023-06-13 17:00:10,2023-06-13 17:00:10,0.010s,FAILED
,,,,,,,
Test Cases/AdviceDanaCase,,,,2023-06-13 17:00:10,2023-06-13 17:00:13,3.275s,FAILED
"signatureResponse = sendRequest(findTestObject(""Postman/Advice/GET SIGNATURE SERVICE - dana Advice Payment""))",,,,2023-06-13 17:00:11,2023-06-13 17:00:12,1.160s,PASSED
"signature = getElementPropertyValue(signatureResponse, ""signature"")",,,,2023-06-13 17:00:12,2023-06-13 17:00:12,0.051s,PASSED
"println(""signature service is :"" + signature)",,,,2023-06-13 17:00:12,2023-06-13 17:00:12,0.001s,PASSED
SERVICE_SIGNATURE = signature,,,,2023-06-13 17:00:12,2023-06-13 17:00:12,0.001s,PASSED
"danaAdviceResponse = sendRequest(findTestObject(""Postman/Advice/dana Payment Advice""))",,,,2023-06-13 17:00:12,2023-06-13 17:00:13,0.920s,PASSED
"RC = getElementPropertyValue(danaAdviceResponse, ""responseCode"")",,,,2023-06-13 17:00:13,2023-06-13 17:00:13,0.112s,PASSED
"println(""RC is : "" + RC)",,,,2023-06-13 17:00:13,2023-06-13 17:00:13,0.002s,PASSED
"verifyResponseStatusCode(danaAdviceResponse, 200)",,,,2023-06-13 17:00:13,2023-06-13 17:00:13,0.024s,FAILED
