Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
TOKEN = token,,,,2023-06-14 12:10:46,2023-06-14 12:10:46,0.002s,PASSED
,,,,,,,
Test Cases/InquiryDanaCase(Saving),,,,2023-06-14 12:10:46,2023-06-14 12:10:52,5.742s,PASSED
currentTime = ZonedDateTime.now(ZoneOffset.ofHours(7)),,,,2023-06-14 12:10:48,2023-06-14 12:10:48,0.004s,PASSED
"formatter = DateTimeFormatter.ofPattern(""MMdd"")",,,,2023-06-14 12:10:48,2023-06-14 12:10:48,0.005s,PASSED
formattedLocalDate = currentTime.format(formatter),,,,2023-06-14 12:10:48,2023-06-14 12:10:48,0.002s,PASSED
"println(""Local Date: "" + formattedLocalDate)",,,,2023-06-14 12:10:48,2023-06-14 12:10:48,0.002s,PASSED
localDate = formattedLocalDate,,,,2023-06-14 12:10:48,2023-06-14 12:10:48,0.002s,PASSED
currentTime1 = ZonedDateTime.now(ZoneOffset.ofHours(7)),,,,2023-06-14 12:10:48,2023-06-14 12:10:48,0.002s,PASSED
"formatter1 = DateTimeFormatter.ofPattern(""HHmmss"")",,,,2023-06-14 12:10:48,2023-06-14 12:10:48,0.002s,PASSED
formattedLocalTime = currentTime1.format(formatter1),,,,2023-06-14 12:10:48,2023-06-14 12:10:48,0.001s,PASSED
"println(""Local Time: "" + formattedLocalTime)",,,,2023-06-14 12:10:48,2023-06-14 12:10:48,0.001s,PASSED
localTime = formattedLocalTime,,,,2023-06-14 12:10:48,2023-06-14 12:10:48,0.001s,PASSED
formattedTransDateTime = formattedLocalDate + formattedLocalTime,,,,2023-06-14 12:10:48,2023-06-14 12:10:48,0.001s,PASSED
"println(""Trans Date Time: "" + formattedTransDateTime)",,,,2023-06-14 12:10:48,2023-06-14 12:10:48,0.001s,PASSED
transDateTime = formattedTransDateTime,,,,2023-06-14 12:10:48,2023-06-14 12:10:48,0.003s,PASSED
currentTime2 = ZonedDateTime.now(ZoneOffset.ofHours(7)),,,,2023-06-14 12:10:48,2023-06-14 12:10:48,0.002s,PASSED
"formatter2 = DateTimeFormatter.ofPattern(""MMdd"")",,,,2023-06-14 12:10:48,2023-06-14 12:10:48,0.002s,PASSED
formattedSettlementDate = plusDays(1).format(formatter2),,,,2023-06-14 12:10:48,2023-06-14 12:10:48,0.005s,PASSED
"println(""SettlementDate: "" + formattedSettlementDate)",,,,2023-06-14 12:10:48,2023-06-14 12:10:48,0.002s,PASSED
settlementDate = formattedSettlementDate,,,,2023-06-14 12:10:48,2023-06-14 12:10:48,0.001s,PASSED
currentTime3 = ZonedDateTime.now(ZoneOffset.ofHours(7)),,,,2023-06-14 12:10:48,2023-06-14 12:10:48,0.002s,PASSED
"formatter3 = DateTimeFormatter.ofPattern(""yyMMddHHmmss"")",,,,2023-06-14 12:10:48,2023-06-14 12:10:48,0.002s,PASSED
formattedReferenceNumber = currentTime3.format(formatter3),,,,2023-06-14 12:10:48,2023-06-14 12:10:48,0.004s,PASSED
"println(""Reference Number: "" + formattedReferenceNumber)",,,,2023-06-14 12:10:48,2023-06-14 12:10:48,0.001s,PASSED
referenceNumber = formattedReferenceNumber,,,,2023-06-14 12:10:48,2023-06-14 12:10:48,0.001s,PASSED
"signatureResponse = sendRequest(findTestObject(""Postman/emoney/opendenom Success/Saving/GET SIGNATURE SERVICE -  emoney dana open denom inquiry""))",,,,2023-06-14 12:10:48,2023-06-14 12:10:49,0.802s,PASSED
"signature = getElementPropertyValue(signatureResponse, ""signature"")",,,,2023-06-14 12:10:49,2023-06-14 12:10:49,0.038s,PASSED
"println(""signature service is :"" + signature)",,,,2023-06-14 12:10:49,2023-06-14 12:10:49,0.002s,PASSED
SERVICE_SIGNATURE = signature,,,,2023-06-14 12:10:49,2023-06-14 12:10:49,0.002s,PASSED
"danaInquiryResponse = sendRequest(findTestObject(""Postman/emoney/opendenom Success/Saving/dana inquiry""))",,,,2023-06-14 12:10:49,2023-06-14 12:10:52,3.434s,PASSED
"RC = getElementPropertyValue(danaInquiryResponse, ""responseCode"")",,,,2023-06-14 12:10:52,2023-06-14 12:10:52,0.059s,PASSED
"println(""RC is : "" + RC)",,,,2023-06-14 12:10:52,2023-06-14 12:10:52,0.002s,PASSED
"transactionData = getElementPropertyValue(danaInquiryResponse, ""transactionData"")",,,,2023-06-14 12:10:52,2023-06-14 12:10:52,0.056s,PASSED
transactionData = transactionData,,,,2023-06-14 12:10:52,2023-06-14 12:10:52,0.001s,PASSED
"println(""transaction data is : "" + transactionData)",,,,2023-06-14 12:10:52,2023-06-14 12:10:52,0.001s,PASSED
"nationalPmtData = getElementPropertyValue(danaInquiryResponse, ""nationalPmtData"")",,,,2023-06-14 12:10:52,2023-06-14 12:10:52,0.049s,PASSED
nationalPmtData1 = nationalPmtData,,,,2023-06-14 12:10:52,2023-06-14 12:10:52,0.001s,PASSED
"replacedNationalPmtData = nationalPmtData1.replaceAll("""""", ""\\"""")",,,,2023-06-14 12:10:52,2023-06-14 12:10:52,0.010s,PASSED
nationalPmtData = replacedNationalPmtData,,,,2023-06-14 12:10:52,2023-06-14 12:10:52,0.001s,PASSED
"println(""National Payment Data is : "" + replacedNationalPmtData)",,,,2023-06-14 12:10:52,2023-06-14 12:10:52,0.001s,PASSED
"verifyResponseStatusCode(danaInquiryResponse, 200)",,,,2023-06-14 12:10:52,2023-06-14 12:10:52,0.008s,PASSED
,,,,,,,
Test Cases/PaymentDanaCase(Saving),,,,2023-06-14 12:10:52,2023-06-14 12:11:03,10.274s,FAILED
currentTime = ZonedDateTime.now(ZoneOffset.ofHours(7)),,,,2023-06-14 12:10:54,2023-06-14 12:10:54,0.003s,PASSED
"formatter = DateTimeFormatter.ofPattern(""MMdd"")",,,,2023-06-14 12:10:54,2023-06-14 12:10:54,0.002s,PASSED
formattedLocalDate = currentTime.format(formatter),,,,2023-06-14 12:10:54,2023-06-14 12:10:54,0.001s,PASSED
"println(""Local Date: "" + formattedLocalDate)",,,,2023-06-14 12:10:54,2023-06-14 12:10:54,0.003s,PASSED
localDate = formattedLocalDate,,,,2023-06-14 12:10:54,2023-06-14 12:10:54,0.002s,PASSED
currentTime1 = ZonedDateTime.now(ZoneOffset.ofHours(7)),,,,2023-06-14 12:10:54,2023-06-14 12:10:54,0.001s,PASSED
"formatter1 = DateTimeFormatter.ofPattern(""HHmmss"")",,,,2023-06-14 12:10:54,2023-06-14 12:10:54,0.001s,PASSED
formattedLocalTime = currentTime1.format(formatter1),,,,2023-06-14 12:10:54,2023-06-14 12:10:54,0.001s,PASSED
"println(""Local Time: "" + formattedLocalTime)",,,,2023-06-14 12:10:54,2023-06-14 12:10:54,0.002s,PASSED
localTime = formattedLocalTime,,,,2023-06-14 12:10:54,2023-06-14 12:10:54,0.001s,PASSED
formattedTransDateTime = formattedLocalDate + formattedLocalTime,,,,2023-06-14 12:10:54,2023-06-14 12:10:54,0.002s,PASSED
"println(""Trans Date Time: "" + formattedTransDateTime)",,,,2023-06-14 12:10:54,2023-06-14 12:10:54,0.001s,PASSED
transDateTime = formattedTransDateTime,,,,2023-06-14 12:10:54,2023-06-14 12:10:54,0.001s,PASSED
currentTime2 = ZonedDateTime.now(ZoneOffset.ofHours(7)),,,,2023-06-14 12:10:54,2023-06-14 12:10:54,0.002s,PASSED
"formatter2 = DateTimeFormatter.ofPattern(""MMdd"")",,,,2023-06-14 12:10:54,2023-06-14 12:10:54,0.001s,PASSED
formattedSettlementDate = plusDays(1).format(formatter2),,,,2023-06-14 12:10:54,2023-06-14 12:10:54,0.001s,PASSED
"println(""SettlementDate: "" + formattedSettlementDate)",,,,2023-06-14 12:10:54,2023-06-14 12:10:54,0.001s,PASSED
settlementDate = formattedSettlementDate,,,,2023-06-14 12:10:54,2023-06-14 12:10:54,0.003s,PASSED
currentTime3 = ZonedDateTime.now(ZoneOffset.ofHours(7)),,,,2023-06-14 12:10:54,2023-06-14 12:10:54,0.001s,PASSED
"formatter3 = DateTimeFormatter.ofPattern(""yyMMddHHmmss"")",,,,2023-06-14 12:10:54,2023-06-14 12:10:54,0.001s,PASSED
formattedReferenceNumber = currentTime3.format(formatter3),,,,2023-06-14 12:10:54,2023-06-14 12:10:54,0.001s,PASSED
"println(""Reference Number: "" + formattedReferenceNumber)",,,,2023-06-14 12:10:54,2023-06-14 12:10:54,0.001s,PASSED
referenceNumber = formattedReferenceNumber,,,,2023-06-14 12:10:54,2023-06-14 12:10:54,0.001s,PASSED
"signatureResponse = sendRequest(findTestObject(""Postman/emoney/opendenom Success/Saving/GET SIGNATURE SERVICE -  - emoney dana open denom payment""))",,,,2023-06-14 12:10:54,2023-06-14 12:10:55,0.867s,PASSED
"signature = getElementPropertyValue(signatureResponse, ""signature"")",,,,2023-06-14 12:10:55,2023-06-14 12:10:55,0.055s,PASSED
"println(""signature service is :"" + signature)",,,,2023-06-14 12:10:55,2023-06-14 12:10:55,0.002s,PASSED
SERVICE_SIGNATURE = signature,,,,2023-06-14 12:10:55,2023-06-14 12:10:55,0.001s,PASSED
"danaPaymentResponse = sendRequest(findTestObject(""Postman/emoney/opendenom Success/Saving/dana payment""))",,,,2023-06-14 12:10:55,2023-06-14 12:11:02,7.544s,PASSED
"RC = getElementPropertyValue(danaPaymentResponse, ""responseCode"")",,,,2023-06-14 12:11:02,2023-06-14 12:11:02,0.059s,PASSED
"println(""RC is : "" + RC)",,,,2023-06-14 12:11:02,2023-06-14 12:11:02,0.001s,PASSED
"verifyResponseStatusCode(danaPaymentResponse, 200)",,,,2023-06-14 12:11:02,2023-06-14 12:11:02,0.013s,PASSED
"verifyElementPropertyValue(danaPaymentResponse, ""responseCode"", 0)",,,,2023-06-14 12:11:02,2023-06-14 12:11:03,0.118s,FAILED
,,,,,,,
Test Cases/AdviceDanaCase,,,,2023-06-14 12:11:03,2023-06-14 12:11:08,5.195s,PASSED
"signatureResponse = sendRequest(findTestObject(""Postman/Advice/GET SIGNATURE SERVICE - dana Advice Payment""))",,,,2023-06-14 12:11:04,2023-06-14 12:11:05,1.146s,PASSED
"signature = getElementPropertyValue(signatureResponse, ""signature"")",,,,2023-06-14 12:11:05,2023-06-14 12:11:05,0.034s,PASSED
"println(""signature service is :"" + signature)",,,,2023-06-14 12:11:05,2023-06-14 12:11:05,0.001s,PASSED
SERVICE_SIGNATURE = signature,,,,2023-06-14 12:11:05,2023-06-14 12:11:05,0.001s,PASSED
"danaAdviceResponse = sendRequest(findTestObject(""Postman/Advice/dana Payment Advice""))",,,,2023-06-14 12:11:05,2023-06-14 12:11:08,2.935s,PASSED
"RC = getElementPropertyValue(danaAdviceResponse, ""responseCode"")",,,,2023-06-14 12:11:08,2023-06-14 12:11:08,0.048s,PASSED
"println(""RC is : "" + RC)",,,,2023-06-14 12:11:08,2023-06-14 12:11:08,0.001s,PASSED
"verifyResponseStatusCode(danaAdviceResponse, 200)",,,,2023-06-14 12:11:08,2023-06-14 12:11:08,0.005s,PASSED
