Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"println(""Local Date: "" + formattedLocalDate)",,,,2023-06-14 14:20:41,2023-06-14 14:20:41,0.002s,PASSED
localDate = formattedLocalDate,,,,2023-06-14 14:20:41,2023-06-14 14:20:41,0.002s,PASSED
currentTime1 = ZonedDateTime.now(ZoneOffset.ofHours(7)),,,,2023-06-14 14:20:41,2023-06-14 14:20:41,0.002s,PASSED
"formatter1 = DateTimeFormatter.ofPattern(""HHmmss"")",,,,2023-06-14 14:20:41,2023-06-14 14:20:41,0.001s,PASSED
formattedLocalTime = currentTime1.format(formatter1),,,,2023-06-14 14:20:41,2023-06-14 14:20:41,0.001s,PASSED
"println(""Local Time: "" + formattedLocalTime)",,,,2023-06-14 14:20:41,2023-06-14 14:20:41,0.001s,PASSED
localTime = formattedLocalTime,,,,2023-06-14 14:20:41,2023-06-14 14:20:41,0.001s,PASSED
formattedTransDateTime = formattedLocalDate + formattedLocalTime,,,,2023-06-14 14:20:41,2023-06-14 14:20:41,0.001s,PASSED
"println(""Trans Date Time: "" + formattedTransDateTime)",,,,2023-06-14 14:20:41,2023-06-14 14:20:41,0.001s,PASSED
transDateTime = formattedTransDateTime,,,,2023-06-14 14:20:41,2023-06-14 14:20:41,0.001s,PASSED
currentTime2 = ZonedDateTime.now(ZoneOffset.ofHours(7)),,,,2023-06-14 14:20:41,2023-06-14 14:20:41,0.003s,PASSED
"formatter2 = DateTimeFormatter.ofPattern(""MMdd"")",,,,2023-06-14 14:20:41,2023-06-14 14:20:41,0.002s,PASSED
formattedSettlementDate = plusDays(1).format(formatter2),,,,2023-06-14 14:20:41,2023-06-14 14:20:41,0.005s,PASSED
"println(""SettlementDate: "" + formattedSettlementDate)",,,,2023-06-14 14:20:41,2023-06-14 14:20:41,0.004s,PASSED
settlementDate = formattedSettlementDate,,,,2023-06-14 14:20:41,2023-06-14 14:20:41,0.001s,PASSED
currentTime3 = ZonedDateTime.now(ZoneOffset.ofHours(7)),,,,2023-06-14 14:20:41,2023-06-14 14:20:41,0.002s,PASSED
"formatter3 = DateTimeFormatter.ofPattern(""yyMMddHHmmss"")",,,,2023-06-14 14:20:41,2023-06-14 14:20:41,0.002s,PASSED
formattedReferenceNumber = currentTime3.format(formatter3),,,,2023-06-14 14:20:41,2023-06-14 14:20:41,0.007s,PASSED
"println(""Reference Number: "" + formattedReferenceNumber)",,,,2023-06-14 14:20:41,2023-06-14 14:20:41,0.002s,PASSED
referenceNumber = formattedReferenceNumber,,,,2023-06-14 14:20:41,2023-06-14 14:20:41,0.001s,PASSED
"signatureResponse = sendRequest(findTestObject(""Postman/emoney/opendenom Success/Saving/GET SIGNATURE SERVICE -  emoney shopeepay open denom inquiry""))",,,,2023-06-14 14:20:41,2023-06-14 14:20:45,3.165s,PASSED
"signature = getElementPropertyValue(signatureResponse, ""signature"")",,,,2023-06-14 14:20:45,2023-06-14 14:20:45,0.042s,PASSED
"println(""signature service is :"" + signature)",,,,2023-06-14 14:20:45,2023-06-14 14:20:45,0.002s,PASSED
SERVICE_SIGNATURE = signature,,,,2023-06-14 14:20:45,2023-06-14 14:20:45,0.002s,PASSED
"danaInquiryResponse = sendRequest(findTestObject(""Postman/emoney/opendenom Success/Saving/shopeepay inquiry""))",,,,2023-06-14 14:20:45,2023-06-14 14:20:48,3.261s,PASSED
"RC = getElementPropertyValue(danaInquiryResponse, ""responseCode"")",,,,2023-06-14 14:20:48,2023-06-14 14:20:48,0.065s,PASSED
"println(""RC is : "" + RC)",,,,2023-06-14 14:20:48,2023-06-14 14:20:48,0.002s,PASSED
"transactionData = getElementPropertyValue(danaInquiryResponse, ""transactionData"")",,,,2023-06-14 14:20:48,2023-06-14 14:20:48,0.054s,PASSED
transactionData = transactionData,,,,2023-06-14 14:20:48,2023-06-14 14:20:48,0.001s,PASSED
"println(""transaction data is : "" + transactionData)",,,,2023-06-14 14:20:48,2023-06-14 14:20:48,0.002s,PASSED
"nationalPmtData = getElementPropertyValue(danaInquiryResponse, ""nationalPmtData"")",,,,2023-06-14 14:20:48,2023-06-14 14:20:48,0.058s,PASSED
nationalPmtData1 = nationalPmtData,,,,2023-06-14 14:20:48,2023-06-14 14:20:48,0.002s,PASSED
"replacedNationalPmtData = nationalPmtData1.replaceAll("""""", ""\\"""")",,,,2023-06-14 14:20:48,2023-06-14 14:20:48,0.010s,PASSED
nationalPmtData = replacedNationalPmtData,,,,2023-06-14 14:20:48,2023-06-14 14:20:48,0.001s,PASSED
"println(""National Payment Data is : "" + replacedNationalPmtData)",,,,2023-06-14 14:20:48,2023-06-14 14:20:48,0.005s,PASSED
"verifyResponseStatusCode(danaInquiryResponse, 200)",,,,2023-06-14 14:20:48,2023-06-14 14:20:48,0.006s,PASSED
,,,,,,,
Test Cases/PaymentShopeePayCase(Saving),,,,2023-06-14 14:20:48,2023-06-14 14:21:02,14.001s,FAILED
currentTime = ZonedDateTime.now(ZoneOffset.ofHours(7)),,,,2023-06-14 14:20:50,2023-06-14 14:20:50,0.004s,PASSED
"formatter = DateTimeFormatter.ofPattern(""MMdd"")",,,,2023-06-14 14:20:50,2023-06-14 14:20:50,0.002s,PASSED
formattedLocalDate = currentTime.format(formatter),,,,2023-06-14 14:20:50,2023-06-14 14:20:50,0.003s,PASSED
"println(""Local Date: "" + formattedLocalDate)",,,,2023-06-14 14:20:50,2023-06-14 14:20:50,0.001s,PASSED
localDate = formattedLocalDate,,,,2023-06-14 14:20:50,2023-06-14 14:20:50,0.001s,PASSED
currentTime1 = ZonedDateTime.now(ZoneOffset.ofHours(7)),,,,2023-06-14 14:20:50,2023-06-14 14:20:50,0.001s,PASSED
"formatter1 = DateTimeFormatter.ofPattern(""HHmmss"")",,,,2023-06-14 14:20:50,2023-06-14 14:20:50,0.001s,PASSED
formattedLocalTime = currentTime1.format(formatter1),,,,2023-06-14 14:20:50,2023-06-14 14:20:50,0.000s,PASSED
"println(""Local Time: "" + formattedLocalTime)",,,,2023-06-14 14:20:50,2023-06-14 14:20:50,0.001s,PASSED
localTime = formattedLocalTime,,,,2023-06-14 14:20:50,2023-06-14 14:20:50,0.001s,PASSED
formattedTransDateTime = formattedLocalDate + formattedLocalTime,,,,2023-06-14 14:20:50,2023-06-14 14:20:50,0.002s,PASSED
"println(""Trans Date Time: "" + formattedTransDateTime)",,,,2023-06-14 14:20:50,2023-06-14 14:20:50,0.001s,PASSED
transDateTime = formattedTransDateTime,,,,2023-06-14 14:20:50,2023-06-14 14:20:50,0.001s,PASSED
currentTime2 = ZonedDateTime.now(ZoneOffset.ofHours(7)),,,,2023-06-14 14:20:50,2023-06-14 14:20:50,0.001s,PASSED
"formatter2 = DateTimeFormatter.ofPattern(""MMdd"")",,,,2023-06-14 14:20:50,2023-06-14 14:20:50,0.000s,PASSED
formattedSettlementDate = plusDays(1).format(formatter2),,,,2023-06-14 14:20:50,2023-06-14 14:20:50,0.001s,PASSED
"println(""SettlementDate: "" + formattedSettlementDate)",,,,2023-06-14 14:20:50,2023-06-14 14:20:50,0.002s,PASSED
settlementDate = formattedSettlementDate,,,,2023-06-14 14:20:50,2023-06-14 14:20:50,0.001s,PASSED
currentTime3 = ZonedDateTime.now(ZoneOffset.ofHours(7)),,,,2023-06-14 14:20:50,2023-06-14 14:20:50,0.001s,PASSED
"formatter3 = DateTimeFormatter.ofPattern(""yyMMddHHmmss"")",,,,2023-06-14 14:20:50,2023-06-14 14:20:50,0.001s,PASSED
formattedReferenceNumber = currentTime3.format(formatter3),,,,2023-06-14 14:20:50,2023-06-14 14:20:50,0.001s,PASSED
"println(""Reference Number: "" + formattedReferenceNumber)",,,,2023-06-14 14:20:50,2023-06-14 14:20:50,0.001s,PASSED
referenceNumber = formattedReferenceNumber,,,,2023-06-14 14:20:50,2023-06-14 14:20:50,0.002s,PASSED
"signatureResponse = sendRequest(findTestObject(""Postman/emoney/opendenom Success/Saving/GET SIGNATURE SERVICE -  - emoney shopeepay open denom payment""))",,,,2023-06-14 14:20:50,2023-06-14 14:20:51,1.154s,PASSED
"signature = getElementPropertyValue(signatureResponse, ""signature"")",,,,2023-06-14 14:20:51,2023-06-14 14:20:51,0.041s,PASSED
"println(""signature service is :"" + signature)",,,,2023-06-14 14:20:51,2023-06-14 14:20:51,0.002s,PASSED
SERVICE_SIGNATURE = signature,,,,2023-06-14 14:20:51,2023-06-14 14:20:51,0.001s,PASSED
"danaPaymentResponse = sendRequest(findTestObject(""Postman/emoney/opendenom Success/Saving/shopeepay payment""))",,,,2023-06-14 14:20:51,2023-06-14 14:21:02,11.159s,PASSED
"RC = getElementPropertyValue(danaPaymentResponse, ""responseCode"")",,,,2023-06-14 14:21:02,2023-06-14 14:21:02,0.056s,PASSED
"println(""RC is : "" + RC)",,,,2023-06-14 14:21:02,2023-06-14 14:21:02,0.001s,PASSED
"verifyResponseStatusCode(danaPaymentResponse, 200)",,,,2023-06-14 14:21:02,2023-06-14 14:21:02,0.005s,PASSED
"verifyElementPropertyValue(danaPaymentResponse, ""responseCode"", ""00"")",,,,2023-06-14 14:21:02,2023-06-14 14:21:02,0.123s,FAILED
,,,,,,,
Test Cases/AdviceShopeePayCase(Saving),,,,2023-06-14 14:21:02,2023-06-14 14:21:05,2.379s,FAILED
"signatureResponse = sendRequest(findTestObject(""Postman/Advice/GET SIGNATURE SERVICE - shopeepay Advice Payment""))",,,,2023-06-14 14:21:03,2023-06-14 14:21:04,0.951s,PASSED
"signature = getElementPropertyValue(signatureResponse, ""signature"")",,,,2023-06-14 14:21:04,2023-06-14 14:21:04,0.037s,PASSED
"println(""signature service is :"" + signature)",,,,2023-06-14 14:21:04,2023-06-14 14:21:04,0.001s,PASSED
SERVICE_SIGNATURE = signature,,,,2023-06-14 14:21:04,2023-06-14 14:21:04,0.001s,PASSED
"danaAdviceResponse = sendRequest(findTestObject(""Postman/Advice/shopeepay Payment Advice""))",,,,2023-06-14 14:21:04,2023-06-14 14:21:04,0.431s,PASSED
"RC = getElementPropertyValue(danaAdviceResponse, ""responseCode"")",,,,2023-06-14 14:21:04,2023-06-14 14:21:04,0.040s,PASSED
"println(""RC is : "" + RC)",,,,2023-06-14 14:21:04,2023-06-14 14:21:04,0.017s,PASSED
"verifyResponseStatusCode(danaAdviceResponse, 200)",,,,2023-06-14 14:21:04,2023-06-14 14:21:04,0.008s,FAILED
