Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
currentTime1 = ZonedDateTime.now(ZoneOffset.ofHours(7)),,,,2023-06-13 17:01:20,2023-06-13 17:01:20,0.004s,PASSED
"formatter1 = DateTimeFormatter.ofPattern(""HHmmss"")",,,,2023-06-13 17:01:20,2023-06-13 17:01:20,0.001s,PASSED
formattedLocalTime = currentTime1.format(formatter1),,,,2023-06-13 17:01:20,2023-06-13 17:01:20,0.003s,PASSED
"println(""Local Time: "" + formattedLocalTime)",,,,2023-06-13 17:01:20,2023-06-13 17:01:20,0.001s,PASSED
localTime = formattedLocalTime,,,,2023-06-13 17:01:20,2023-06-13 17:01:20,0.001s,PASSED
formattedTransDateTime = formattedLocalDate + formattedLocalTime,,,,2023-06-13 17:01:20,2023-06-13 17:01:20,0.001s,PASSED
"println(""Trans Date Time: "" + formattedTransDateTime)",,,,2023-06-13 17:01:20,2023-06-13 17:01:20,0.008s,PASSED
transDateTime = formattedTransDateTime,,,,2023-06-13 17:01:20,2023-06-13 17:01:20,0.003s,PASSED
currentTime2 = ZonedDateTime.now(ZoneOffset.ofHours(7)),,,,2023-06-13 17:01:20,2023-06-13 17:01:20,0.003s,PASSED
"formatter2 = DateTimeFormatter.ofPattern(""MMdd"")",,,,2023-06-13 17:01:20,2023-06-13 17:01:20,0.002s,PASSED
formattedSettlementDate = plusDays(1).format(formatter2),,,,2023-06-13 17:01:20,2023-06-13 17:01:20,0.010s,PASSED
"println(""SettlementDate: "" + formattedSettlementDate)",,,,2023-06-13 17:01:20,2023-06-13 17:01:20,0.008s,PASSED
settlementDate = formattedSettlementDate,,,,2023-06-13 17:01:20,2023-06-13 17:01:20,0.002s,PASSED
currentTime3 = ZonedDateTime.now(ZoneOffset.ofHours(7)),,,,2023-06-13 17:01:20,2023-06-13 17:01:20,0.002s,PASSED
"formatter3 = DateTimeFormatter.ofPattern(""yyMMddHHmmss"")",,,,2023-06-13 17:01:20,2023-06-13 17:01:20,0.003s,PASSED
formattedReferenceNumber = currentTime3.format(formatter3),,,,2023-06-13 17:01:20,2023-06-13 17:01:20,0.003s,PASSED
"println(""Reference Number: "" + formattedReferenceNumber)",,,,2023-06-13 17:01:20,2023-06-13 17:01:20,0.001s,PASSED
referenceNumber = formattedReferenceNumber,,,,2023-06-13 17:01:20,2023-06-13 17:01:20,0.001s,PASSED
"signatureResponse = sendRequest(findTestObject(""Postman/emoney/opendenom Success/Saving/GET SIGNATURE SERVICE -  emoney dana open denom inquiry""))",,,,2023-06-13 17:01:20,2023-06-13 17:01:21,0.842s,PASSED
"signature = getElementPropertyValue(signatureResponse, ""signature"")",,,,2023-06-13 17:01:21,2023-06-13 17:01:21,0.045s,PASSED
"println(""signature service is :"" + signature)",,,,2023-06-13 17:01:21,2023-06-13 17:01:21,0.002s,PASSED
SERVICE_SIGNATURE = signature,,,,2023-06-13 17:01:21,2023-06-13 17:01:21,0.001s,PASSED
"danaInquiryResponse = sendRequest(findTestObject(""Postman/emoney/opendenom Success/Saving/dana inquiry""))",,,,2023-06-13 17:01:21,2023-06-13 17:01:24,3.094s,PASSED
"RC = getElementPropertyValue(danaInquiryResponse, ""responseCode"")",,,,2023-06-13 17:01:24,2023-06-13 17:01:24,0.045s,PASSED
"println(""RC is : "" + RC)",,,,2023-06-13 17:01:24,2023-06-13 17:01:24,0.002s,PASSED
"transactionData = getElementPropertyValue(danaInquiryResponse, ""transactionData"")",,,,2023-06-13 17:01:24,2023-06-13 17:01:24,0.049s,PASSED
transactionData = transactionData,,,,2023-06-13 17:01:24,2023-06-13 17:01:24,0.002s,PASSED
"println(""transaction data is : "" + transactionData)",,,,2023-06-13 17:01:24,2023-06-13 17:01:24,0.001s,PASSED
"nationalPmtData = getElementPropertyValue(danaInquiryResponse, ""nationalPmtData"")",,,,2023-06-13 17:01:24,2023-06-13 17:01:24,0.055s,PASSED
nationalPmtData1 = nationalPmtData,,,,2023-06-13 17:01:24,2023-06-13 17:01:24,0.002s,PASSED
"replacedNationalPmtData = nationalPmtData1.replaceAll("""""", ""\\"""")",,,,2023-06-13 17:01:24,2023-06-13 17:01:24,0.012s,PASSED
nationalPmtData = replacedNationalPmtData,,,,2023-06-13 17:01:24,2023-06-13 17:01:24,0.001s,PASSED
"println(""National Payment Data is : "" + replacedNationalPmtData)",,,,2023-06-13 17:01:24,2023-06-13 17:01:24,0.001s,PASSED
"verifyResponseStatusCode(danaInquiryResponse, 200)",,,,2023-06-13 17:01:24,2023-06-13 17:01:24,0.006s,PASSED
,,,,,,,
Test Cases/PaymentDanaCase(Saving),,,,2023-06-13 17:01:24,2023-06-13 17:01:34,10.242s,PASSED
currentTime = ZonedDateTime.now(ZoneOffset.ofHours(7)),,,,2023-06-13 17:01:26,2023-06-13 17:01:26,0.007s,PASSED
"formatter = DateTimeFormatter.ofPattern(""MMdd"")",,,,2023-06-13 17:01:26,2023-06-13 17:01:26,0.006s,PASSED
formattedLocalDate = currentTime.format(formatter),,,,2023-06-13 17:01:26,2023-06-13 17:01:26,0.001s,PASSED
"println(""Local Date: "" + formattedLocalDate)",,,,2023-06-13 17:01:26,2023-06-13 17:01:26,0.005s,PASSED
localDate = formattedLocalDate,,,,2023-06-13 17:01:26,2023-06-13 17:01:26,0.002s,PASSED
currentTime1 = ZonedDateTime.now(ZoneOffset.ofHours(7)),,,,2023-06-13 17:01:26,2023-06-13 17:01:26,0.003s,PASSED
"formatter1 = DateTimeFormatter.ofPattern(""HHmmss"")",,,,2023-06-13 17:01:26,2023-06-13 17:01:26,0.002s,PASSED
formattedLocalTime = currentTime1.format(formatter1),,,,2023-06-13 17:01:26,2023-06-13 17:01:26,0.006s,PASSED
"println(""Local Time: "" + formattedLocalTime)",,,,2023-06-13 17:01:26,2023-06-13 17:01:26,0.003s,PASSED
localTime = formattedLocalTime,,,,2023-06-13 17:01:26,2023-06-13 17:01:26,0.006s,PASSED
formattedTransDateTime = formattedLocalDate + formattedLocalTime,,,,2023-06-13 17:01:26,2023-06-13 17:01:26,0.002s,PASSED
"println(""Trans Date Time: "" + formattedTransDateTime)",,,,2023-06-13 17:01:26,2023-06-13 17:01:26,0.006s,PASSED
transDateTime = formattedTransDateTime,,,,2023-06-13 17:01:26,2023-06-13 17:01:26,0.004s,PASSED
currentTime2 = ZonedDateTime.now(ZoneOffset.ofHours(7)),,,,2023-06-13 17:01:26,2023-06-13 17:01:26,0.002s,PASSED
"formatter2 = DateTimeFormatter.ofPattern(""MMdd"")",,,,2023-06-13 17:01:26,2023-06-13 17:01:26,0.003s,PASSED
formattedSettlementDate = plusDays(1).format(formatter2),,,,2023-06-13 17:01:26,2023-06-13 17:01:26,0.002s,PASSED
"println(""SettlementDate: "" + formattedSettlementDate)",,,,2023-06-13 17:01:26,2023-06-13 17:01:26,0.002s,PASSED
settlementDate = formattedSettlementDate,,,,2023-06-13 17:01:26,2023-06-13 17:01:26,0.016s,PASSED
currentTime3 = ZonedDateTime.now(ZoneOffset.ofHours(7)),,,,2023-06-13 17:01:26,2023-06-13 17:01:26,0.002s,PASSED
"formatter3 = DateTimeFormatter.ofPattern(""yyMMddHHmmss"")",,,,2023-06-13 17:01:26,2023-06-13 17:01:26,0.001s,PASSED
formattedReferenceNumber = currentTime3.format(formatter3),,,,2023-06-13 17:01:26,2023-06-13 17:01:26,0.003s,PASSED
"println(""Reference Number: "" + formattedReferenceNumber)",,,,2023-06-13 17:01:26,2023-06-13 17:01:26,0.002s,PASSED
referenceNumber = formattedReferenceNumber,,,,2023-06-13 17:01:26,2023-06-13 17:01:26,0.002s,PASSED
"signatureResponse = sendRequest(findTestObject(""Postman/emoney/opendenom Success/Saving/GET SIGNATURE SERVICE -  - emoney dana open denom payment""))",,,,2023-06-13 17:01:26,2023-06-13 17:01:27,1.074s,PASSED
"signature = getElementPropertyValue(signatureResponse, ""signature"")",,,,2023-06-13 17:01:27,2023-06-13 17:01:27,0.166s,PASSED
"println(""signature service is :"" + signature)",,,,2023-06-13 17:01:27,2023-06-13 17:01:27,0.003s,PASSED
SERVICE_SIGNATURE = signature,,,,2023-06-13 17:01:27,2023-06-13 17:01:27,0.002s,PASSED
"danaPaymentResponse = sendRequest(findTestObject(""Postman/emoney/opendenom Success/Saving/dana payment""))",,,,2023-06-13 17:01:27,2023-06-13 17:01:34,7.301s,PASSED
"RC = getElementPropertyValue(danaPaymentResponse, ""responseCode"")",,,,2023-06-13 17:01:34,2023-06-13 17:01:34,0.056s,PASSED
"println(""RC is : "" + RC)",,,,2023-06-13 17:01:34,2023-06-13 17:01:34,0.001s,PASSED
"verifyResponseStatusCode(danaPaymentResponse, 200)",,,,2023-06-13 17:01:34,2023-06-13 17:01:34,0.006s,PASSED
,,,,,,,
Test Cases/AdviceDanaCase,,,,2023-06-13 17:01:34,2023-06-13 17:01:39,4.453s,PASSED
"signatureResponse = sendRequest(findTestObject(""Postman/Advice/GET SIGNATURE SERVICE - dana Advice Payment""))",,,,2023-06-13 17:01:35,2023-06-13 17:01:36,0.640s,PASSED
"signature = getElementPropertyValue(signatureResponse, ""signature"")",,,,2023-06-13 17:01:36,2023-06-13 17:01:36,0.051s,PASSED
"println(""signature service is :"" + signature)",,,,2023-06-13 17:01:36,2023-06-13 17:01:36,0.001s,PASSED
SERVICE_SIGNATURE = signature,,,,2023-06-13 17:01:36,2023-06-13 17:01:36,0.000s,PASSED
"danaAdviceResponse = sendRequest(findTestObject(""Postman/Advice/dana Payment Advice""))",,,,2023-06-13 17:01:36,2023-06-13 17:01:39,2.678s,PASSED
"RC = getElementPropertyValue(danaAdviceResponse, ""responseCode"")",,,,2023-06-13 17:01:39,2023-06-13 17:01:39,0.041s,PASSED
"println(""RC is : "" + RC)",,,,2023-06-13 17:01:39,2023-06-13 17:01:39,0.001s,PASSED
"verifyResponseStatusCode(danaAdviceResponse, 200)",,,,2023-06-13 17:01:39,2023-06-13 17:01:39,0.004s,PASSED
